🐼电视公告HAOPC,#genre#
生活时尚,http://111.48.34.237/PLTV/88888888/224/3221230617/1.m3u8
法治天地,http://111.48.34.237/PLTV/88888888/224/3221230590/1.m3u8
法治天地,http://111.48.34.237/PLTV/88888888/224/3221230609/1.m3u8
金色学堂,http://111.48.34.237/PLTV/88888888/224/3221230586/1.m3u8
金色学堂,http://111.48.34.237/PLTV/88888888/224/3221230603/1.m3u8
东方财经,http://111.48.34.237/PLTV/88888888/224/3221230592/1.m3u8
东方财经,http://111.48.34.237/PLTV/88888888/224/3221230613/1.m3u8
金鹰纪实,http://111.48.34.237/PLTV/88888888/224/3221230420/1.m3u8
金鹰纪实,http://111.48.34.237/PLTV/88888888/224/3221229814/1.m3u8
哈哈炫动,http://111.48.34.237/PLTV/88888888/224/3221230578/1.m3u8
动漫秀场,http://111.48.34.237/PLTV/88888888/224/3221230544/1.m3u8
动漫秀场,http://111.48.34.237/PLTV/88888888/224/3221230621/1.m3u8
金鹰卡通,http://111.48.34.237/PLTV/88888888/224/3221230468/1.m3u8
金鹰卡通,http://111.48.34.237/PLTV/88888888/224/3221230345/1.m3u8
卡酷少儿,http://111.48.34.237/PLTV/88888888/224/3221230040/1.m3u8
卡酷少儿,http://111.48.34.237/PLTV/88888888/224/3221230428/1.m3u8
嘉佳卡通,http://111.48.34.237/PLTV/88888888/224/3221230580/1.m3u8
新动漫,http://111.48.34.237/PLTV/88888888/224/3221230487/1.m3u8
乐游,http://111.48.34.237/PLTV/88888888/224/3221230588/1.m3u8
乐游,http://111.48.34.237/PLTV/88888888/224/3221230595/1.m3u8
游戏风云,http://111.48.34.237/PLTV/88888888/224/3221230599/1.m3u8
游戏风云,http://111.48.34.237/PLTV/88888888/224/3221230623/1.m3u8
睛彩篮球,http://111.48.34.237/PLTV/88888888/224/3221230336/1.m3u8
睛彩竞技,http://111.48.34.237/PLTV/88888888/224/3221230371/1.m3u8
睛彩广场舞,http://111.48.34.237/PLTV/88888888/224/3221230582/1.m3u8
睛彩青少,http://111.48.34.237/PLTV/88888888/224/3221230584/1.m3u8
百视通直播1,http://111.48.34.237/PLTV/88888888/224/3221230061/1.m3u8
百视通直播2,http://111.48.34.237/PLTV/88888888/224/3221230063/1.m3u8

💝批量港台,#genre#

凤凰中文卫视,http://108.181.20.197/livehttpplay?channel_id=30014
凤凰香港台,http://108.181.20.197/livehttpplay?channel_id=30016
凤凰资讯,http://108.181.20.197/livehttpplay?channel_id=30015
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
音乐欣赏1,http://61.221.215.25:8800/hls/49/index.m3u8
音乐欣赏2,http://61.221.215.25:8800/hls/58/index.m3u8
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
八大综合台,http://61.221.215.25:8800/hls/56/index.m3u8
八大戏剧台,http://61.221.215.25:8800/hls/39/index.m3u8
八大第一台,http://61.221.215.25:8800/hls/55/index.m3u8#http://108.181.20.197/livehttpplay?channel_id=20073
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
探索频道,http://61.221.215.25:8800/hls/1/index.m3u8
探索亞洲,http://61.221.215.25:8800/hls/50/index.m3u8
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
緯來電影,http://108.181.20.197/livehttpplay?channel_id=20199
好莱坞电影,http://108.181.20.197/livehttpplay?channel_id=20062
东森洋片,http://108.181.20.197/livehttpplay?channel_id=20080
龙祥时代电影,http://108.181.20.197/livehttpplay?channel_id=20114
龙华日韩,http://108.181.20.197/livehttpplay?channel_id=20081
龙华偶像,http://108.181.20.197/livehttpplay?channel_id=20023
美亚电影,http://108.181.20.197/livehttpplay?channel_id=20197
FGM电影,http://108.181.20.197/livehttpplay?channel_id=10123
天映经典,http://108.181.20.197/livehttpplay?channel_id=20063
八大精彩,http://108.181.20.197/livehttpplay?channel_id=20052
八大综合,http://108.181.20.197/livehttpplay?channel_id=20068
八大娱乐,http://108.181.20.197/livehttpplay?channel_id=20071
中天娱乐,http://108.181.20.197/livehttpplay?channel_id=20079
东森财经,http://108.181.20.197/livehttpplay?channel_id=20078
华视新闻,http://108.181.20.197/livehttpplay?channel_id=20086
民视新闻,http://108.181.20.197/livehttpplay?channel_id=20097
三立都会,http://108.181.20.197/livehttpplay?channel_id=20100
纬来体育,http://108.181.20.197/livehttpplay?channel_id=20120
纬来戏剧,http://108.181.20.197/livehttpplay?channel_id=20200
纬来娱乐,http://108.181.20.197/livehttpplay?channel_id=20202
纬来日本,http://108.181.20.197/livehttpplay?channel_id=20303
ELTA体育1,http://108.181.20.197/livehttpplay?channel_id=20043
ELTA体育2,http://108.181.20.197/livehttpplay?channel_id=20107
TVBS欢乐,http://108.181.20.197/livehttpplay?channel_id=20105
TVBS精彩,http://108.181.20.197/livehttpplay?channel_id=20136
NOW新闻,http://108.181.20.197/livehttpplay?channel_id=20041
非凡新闻,http://108.181.20.197/livehttpplay?channel_id=20034
壹新闻,http://108.181.20.197/livehttpplay?channel_id=20028
BBC地球,http://108.181.20.197/livehttpplay?channel_id=20044
HBOFAMILY,http://108.181.20.197/livehttpplay?channel_id=20092
CHANNEL8,http://108.181.20.197/livehttpplay?channel_id=10132
CN卡通,http://108.181.20.197/livehttpplay?channel_id=20048
HBOHITS,http://108.181.20.197/livehttpplay?channel_id=20091
台视,http://108.181.20.197/livehttpplay?channel_id=20076
公视,http://108.181.20.197/livehttpplay?channel_id=20087
中视,http://108.181.20.197/livehttpplay?channel_id=20088
星河,http://108.181.20.197/livehttpplay?channel_id=20070
民视,http://108.181.20.197/livehttpplay?channel_id=20074
采昌,http://108.181.20.197/livehttpplay?channel_id=20141
HOY78,http://108.181.20.197/livehttpplay?channel_id=20191
HBO1,http://108.181.20.197/livehttpplay?channel_id=20093
HBO2,http://108.181.20.197/livehttpplay?channel_id=20314
ELEVENSPORTS1,http://108.181.20.197/livehttpplay?channel_id=10104
ELEVENSPORTS2,http://108.181.20.197/livehttpplay?channel_id=10105
动画片,http://61.221.215.25:8800/hls/40/index.m3u8
尼克动画,http://108.181.20.197/livehttpplay?channel_id=20089
国兴卫视,http://108.181.20.197/livehttpplay?channel_id=20164
三立新闻,http://108.181.20.197/livehttpplay?channel_id=10126
博斯运动,http://108.181.20.197/livehttpplay?channel_id=10131
国家地理,http://108.181.20.197/livehttpplay?channel_id=20037
年代新闻,http://108.181.20.197/livehttpplay?channel_id=20033
美国中文电视,http://108.181.20.197/livehttpplay?channel_id=10128
东森新闻,http://108.181.20.197/livehttpplay?channel_id=20082

💝推流秒开,#genre#
CCTV1,http://8.138.7.223/tv/dl/douyincdn.php?id=1
CCTV2,http://8.138.7.223/tv/dl/douyincdn.php?id=2
CCTV3,http://8.138.7.223/tv/dl/douyincdn.php?id=3
CCTV4,http://8.138.7.223/tv/dl/douyincdn.php?id=4
CCTV5,http://8.138.7.223/tv/dl/douyincdn.php?id=5
CCTV6,http://8.138.7.223/tv/dl/douyincdn.php?id=6
CCTV7,http://8.138.7.223/tv/dl/douyincdn.php?id=7
CCTV8,http://8.138.7.223/tv/dl/douyincdn.php?id=8
CCTV9,http://8.138.7.223/tv/dl/douyincdn.php?id=9
CCTV10,http://8.138.7.223/tv/dl/douyincdn.php?id=10
CCTV11,http://8.138.7.223/tv/dl/douyincdn.php?id=11
CCTV12,http://8.138.7.223/tv/dl/douyincdn.php?id=12
CCTV13,http://8.138.7.223/tv/dl/douyincdn.php?id=13
CCTV14,http://8.138.7.223/tv/dl/douyincdn.php?id=14
CCTV15,http://8.138.7.223/tv/dl/douyincdn.php?id=15
CCTV17,http://8.138.7.223/tv/dl/douyincdn.php?id=16
北京卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=17
湖南卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=18
浙江卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=19
东方卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=20
江苏卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=21
东南卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=22
深圳卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=23
海南卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=24
湖北卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=25
山东卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=26
四川卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=27
重庆卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=28
黑龙江卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=29



💝咪咕直播,#genre#

CCTV1,http://goo.bkpcp.top/mg/cctv1
CCTV2,http://goo.bkpcp.top/mg/CCTV2
CCTV3,http://goo.bkpcp.top/mg/cctv3
CCTV4,http://goo.bkpcp.top/mg/cctv4
CCTV5,http://goo.bkpcp.top/mg/cctv5
CCTV6,http://goo.bkpcp.top/mg/cctv6
CCTV7,http://goo.bkpcp.top/mg/CCTV7
CCTV8,http://goo.bkpcp.top/mg/cctv8
CCTV9,http://goo.bkpcp.top/mg/cctv9
CCTV10,http://goo.bkpcp.top/mg/cctv10
CCTV11,http://goo.bkpcp.top/mg/cctv11
CCTV12,http://goo.bkpcp.top/mg/CCTV12
CCTV13,http://goo.bkpcp.top/mg/cctv13
CCTV14,http://goo.bkpcp.top/mg/cctv14
CCTV15,http://goo.bkpcp.top/mg/cctv15
CCTV16,http://goo.bkpcp.top/mg/cctv16
CCTV17,http://goo.bkpcp.top/mg/cctv17

CCTV1,http://tvbox6.icu/tv/migu.php?id=cctv1$咪咕直播
CCTV2,http://tvbox6.icu/tv/migu.php?id=cctv2$咪咕直播
CCTV3,http://tvbox6.icu/tv/migu.php?id=cctv3$咪咕直播
CCTV4,http://tvbox6.icu/tv/migu.php?id=cctv4$咪咕直播
CCTV4,http://tvbox6.icu/tv/migu.php?id=cctv4a$咪咕直播
CCTV4,http://tvbox6.icu/tv/migu.php?id=cctv4o$咪咕直播
CCTV5,http://tvbox6.icu/tv/migu.php?id=cctv5$咪咕直播
CCTV5+,http://tvbox6.icu/tv/migu.php?id=cctv5p$咪咕直播
CCTV6,http://tvbox6.icu/tv/migu.php?id=cctv6$咪咕直播
CCTV7,http://tvbox6.icu/tv/migu.php?id=cctv7$咪咕直播
CCTV8,http://tvbox6.icu/tv/migu.php?id=cctv8$咪咕直播
CCTV9,http://tvbox6.icu/tv/migu.php?id=cctv9$咪咕直播
CCTV10,http://tvbox6.icu/tv/migu.php?id=cctv10$咪咕直播
CCTV11,http://tvbox6.icu/tv/migu.php?id=cctv11$咪咕直播
CCTV12,http://tvbox6.icu/tv/migu.php?id=cctv12$咪咕直播
CCTV13,http://tvbox6.icu/tv/migu.php?id=cctv13$咪咕直播
CCTV14,http://tvbox6.icu/tv/migu.php?id=cctv14$咪咕直播
CCTV15,http://tvbox6.icu/tv/migu.php?id=cctv15$咪咕直播
CCTV17,http://tvbox6.icu/tv/migu.php?id=cctv17$咪咕直播
CCTV发现之旅,http://tvbox6.icu/tv/migu.php?id=fxzl
CCTV老故事,http://tvbox6.icu/tv/migu.php?id=lgs
CCTV中学生,http://tvbox6.icu/tv/migu.php?id=zxs
CGTN,http://tvbox6.icu/tv/migu.php?id=cgtn
CGTN纪录,http://tvbox6.icu/tv/migu.php?id=cgtnjl
CCTV西班牙语,http://tvbox6.icu/tv/migu.php?id=cgtne
CCTV法语,http://tvbox6.icu/tv/migu.php?id=cgtnf
CCTV阿拉伯语,http://tvbox6.icu/tv/migu.php?id=cgtna
CCTV俄语,http://tvbox6.icu/tv/migu.php?id=cgtnr
东方卫视,http://tvbox6.icu/tv/migu.php?id=dfws
重庆卫视,http://tvbox6.icu/tv/migu.php?id=cqws
吉林卫视,http://tvbox6.icu/tv/migu.php?id=jlws
辽宁卫视,http://tvbox6.icu/tv/migu.php?id=lnws
内蒙古卫视,http://tvbox6.icu/tv/migu.php?id=nmws
宁夏卫视,http://tvbox6.icu/tv/migu.php?id=nxws
甘肃卫视,http://tvbox6.icu/tv/migu.php?id=gsws
青海卫视,http://tvbox6.icu/tv/migu.php?id=qhws
陕西卫视,http://tvbox6.icu/tv/migu.php?id=sxws
山东卫视,http://tvbox6.icu/tv/migu.php?id=sdws
河南卫视,http://tvbox6.icu/tv/migu.php?id=hnws
湖北卫视,http://tvbox6.icu/tv/migu.php?id=hubws
湖南卫视,http://tvbox6.icu/tv/migu.php?id=hunws
江西卫视,http://tvbox6.icu/tv/migu.php?id=jxws
江苏卫视,http://tvbox6.icu/tv/migu.php?id=jsws
东南卫视x,http://tvbox6.icu/tv/migu.php?id=dnws
海峡卫视,http://tvbox6.icu/tv/migu.php?id=hxws
广东卫视,http://tvbox6.icu/tv/migu.php?id=gdws
大湾区卫视,http://tvbox6.icu/tv/migu.php?id=dwqws
广西卫视,http://tvbox6.icu/tv/migu.php?id=gxws
云南卫视,http://tvbox6.icu/tv/migu.php?id=ynws
贵州卫视,http://tvbox6.icu/tv/migu.php?id=gzws
新疆卫视,http://tvbox6.icu/tv/migu.php?id=xjws
西藏卫视,http://tvbox6.icu/tv/migu.php?id=xzws
海南卫视,http://tvbox6.icu/tv/migu.php?id=hinws
四海钓鱼,http://tvbox6.icu/tv/migu.php?id=shdy
CHC动作电影,http://tvbox6.icu/tv/migu.php?id=chcdzdy
CHC家庭影院,http://tvbox6.icu/tv/migu.php?id=chcjtdy
东方影视,http://tvbox6.icu/tv/migu.php?id=dfys
上海新闻综合,http://tvbox6.icu/tv/migu.php?id=shxwzh
上海第一财经,http://tvbox6.icu/tv/migu.php?id=dycj
上视纪实人文,http://tvbox6.icu/tv/migu.php?id=shjsrw
上海外语,http://tvbox6.icu/tv/migu.php?id=shics
法治天地,http://tvbox6.icu/tv/migu.php?id=fztd
劲爆体育,http://tvbox6.icu/tv/migu.php?id=jbty
魅力足球,http://tvbox6.icu/tv/migu.php?id=mlzq
乐游,http://tvbox6.icu/tv/migu.php?id=ly
欢笑剧场,http://tvbox6.icu/tv/migu.php?id=hxjc
七彩戏剧,http://tvbox6.icu/tv/migu.php?id=qcxj
游戏风云,http://tvbox6.icu/tv/migu.php?id=yxfy
临洮电视台,http://tvbox6.icu/tv/migu.php?id=lttv
江苏城市,http://tvbox6.icu/tv/migu.php?id=jscs
江苏综艺,http://tvbox6.icu/tv/migu.php?id=jszy
江苏影视,http://tvbox6.icu/tv/migu.php?id=jsys
江苏公共新闻,http://tvbox6.icu/tv/migu.php?id=jsggxw
江苏国际,http://tvbox6.icu/tv/migu.php?id=jsgj
江苏教育,http://tvbox6.icu/tv/migu.php?id=jsjy
江苏体育休闲,http://tvbox6.icu/tv/migu.php?id=jstyxx
优漫卡通,http://tvbox6.icu/tv/migu.php?id=ymkt
南京新闻综合,http://tvbox6.icu/tv/migu.php?id=njxwzh
南京教科,http://tvbox6.icu/tv/migu.php?id=njkj
南京十八,http://tvbox6.icu/tv/migu.php?id=njsb
淮安新闻综合,http://tvbox6.icu/tv/migu.php?id=haxwzh
连云港新闻综合,http://tvbox6.icu/tv/migu.php?id=lygxwzh
苏州新闻综合,http://tvbox6.icu/tv/migu.php?id=szxwzh
泰州新闻综合,http://tvbox6.icu/tv/migu.php?id=tzxwzh
宿迁新闻综合,http://tvbox6.icu/tv/migu.php?id=sqxwzh
徐州新闻综合,http://tvbox6.icu/tv/migu.php?id=xzxwzh
广东影视,http://tvbox6.icu/tv/migu.php?id=gdys
高清大片,http://tvbox6.icu/tv/migu.php?id=gqdp
经典深圳旁边电影,http://tvbox6.icu/tv/migu.php?id=jdxgdy
军事迷必看大片,http://tvbox6.icu/tv/migu.php?id=jsdp
历届春晚回顾,http://tvbox6.icu/tv/migu.php?id=ljcwhg
咪咕24小时体育台,http://tvbox6.icu/tv/migu.php?id=mg24hty
玫瑰轮播台,http://tvbox6.icu/tv/migu.php?id=mglbt
欧洲足球风云,http://tvbox6.icu/tv/migu.php?id=ozzqfy
全民乒乓,http://tvbox6.icu/tv/migu.php?id=qmpp
热剧联播,http://tvbox6.icu/tv/migu.php?id=rjlb
赛事最经典,http://tvbox6.icu/tv/migu.php?id=sszjd
体坛名栏汇,http://tvbox6.icu/tv/migu.php?id=ttmlh
新片放映厅,http://tvbox6.icu/tv/migu.php?id=xpfyt
熊猫1,http://tvbox6.icu/tv/migu.php?id=xm1
熊猫2,http://tvbox6.icu/tv/migu.php?id=xm2
熊猫3,http://tvbox6.icu/tv/migu.php?id=xm3
熊猫4,http://tvbox6.icu/tv/migu.php?id=xm4
熊猫5,http://tvbox6.icu/tv/migu.php?id=xm5
熊猫6,http://tvbox6.icu/tv/migu.php?id=xm6
熊猫7,http://tvbox6.icu/tv/migu.php?id=xm7
熊猫8,http://tvbox6.icu/tv/migu.php?id=xm8

💝推流专区,#genre#
CCTV1,http://8.138.7.223/tv/dl/careryun.php?id=1
CCTV2,http://8.138.7.223/tv/dl/careryun.php?id=2
CCTV3,http://8.138.7.223/tv/dl/careryun.php?id=3
CCTV4,http://8.138.7.223/tv/dl/careryun.php?id=4
CCTV4,http://8.138.7.223/tv/dl/careryun.php?id=5
CCTV4,http://8.138.7.223/tv/dl/careryun.php?id=6
CCTV5,http://8.138.7.223/tv/dl/careryun.php?id=7
CCTV5,http://8.138.7.223/tv/dl/careryun.php?id=8
CCTV6,http://8.138.7.223/tv/dl/careryun.php?id=9
CCTV7,http://8.138.7.223/tv/dl/careryun.php?id=10
CCTV8,http://8.138.7.223/tv/dl/careryun.php?id=11
CCTV9,http://8.138.7.223/tv/dl/careryun.php?id=12
CCTV10,http://8.138.7.223/tv/dl/careryun.php?id=13
CCTV11,http://8.138.7.223/tv/dl/careryun.php?id=14
CCTV12,http://8.138.7.223/tv/dl/careryun.php?id=15
CCTV13,http://8.138.7.223/tv/dl/careryun.php?id=16
CCTV14,http://8.138.7.223/tv/dl/careryun.php?id=17
CCTV15,http://8.138.7.223/tv/dl/careryun.php?id=18
CCTV17,http://8.138.7.223/tv/dl/careryun.php?id=19
东方卫视,http://8.138.7.223/tv/dl/careryun.php?id=20
湖南卫视,http://8.138.7.223/tv/dl/careryun.php?id=21
浙江卫视,http://8.138.7.223/tv/dl/careryun.php?id=22
江苏卫视,http://8.138.7.223/tv/dl/careryun.php?id=23
北京卫视,http://8.138.7.223/tv/dl/careryun.php?id=24
深圳卫视,http://8.138.7.223/tv/dl/careryun.php?id=25
安徽卫视,http://8.138.7.223/tv/dl/careryun.php?id=26
广东卫视,http://8.138.7.223/tv/dl/careryun.php?id=27
湖北卫视,http://8.138.7.223/tv/dl/careryun.php?id=28
山东卫视,http://8.138.7.223/tv/dl/careryun.php?id=29
江西卫视,http://8.138.7.223/tv/dl/careryun.php?id=30
海南卫视,http://8.138.7.223/tv/dl/careryun.php?id=31
黑龙江卫视,http://8.138.7.223/tv/dl/careryun.php?id=32
东南卫视,http://8.138.7.223/tv/dl/careryun.php?id=33
河北卫视,http://8.138.7.223/tv/dl/careryun.php?id=34
四川卫视,http://8.138.7.223/tv/dl/careryun.php?id=35
辽宁卫视,http://8.138.7.223/tv/dl/careryun.php?id=36
重庆卫视,http://8.138.7.223/tv/dl/careryun.php?id=37
河南卫视,http://8.138.7.223/tv/dl/careryun.php?id=38
贵州卫视,http://8.138.7.223/tv/dl/careryun.php?id=39
广西卫视,http://8.138.7.223/tv/dl/careryun.php?id=40
吉林卫视,http://8.138.7.223/tv/dl/careryun.php?id=41
陕西卫视,http://8.138.7.223/tv/dl/careryun.php?id=42
天津卫视,http://8.138.7.223/tv/dl/careryun.php?id=43
青海卫视,http://8.138.7.223/tv/dl/careryun.php?id=44
甘肃卫视,http://8.138.7.223/tv/dl/careryun.php?id=45
新疆卫视,http://8.138.7.223/tv/dl/careryun.php?id=46
兵团卫视,http://8.138.7.223/tv/dl/careryun.php?id=47


💝云南有线,#genre#
CCTV1,http://cc2025-ynbit.ifengli.com:2000/live/cctv-1hd/1.m3u8?wsSecret=332203c5ef454e4e1ee7b3107d5a3b44&wsABSTime=67bfb3bc&us=9369b7b3d27936006480582ca7dc1518&
CCTV1,http://cc2025-ynbit.ifengli.com:2000/live/cctv-1hd/1.m3u8?wsSecret=5fed6f41fd16e5c31d8549ecedcd6295&wsABSTime=67bfb321&us=9369b7b3d27936006480582ca7dc1518&
CCTV1,http://cc2025-ynbit.ifengli.com:2000/live/cctv-1hd/1.m3u8?wsSecret=7b77a20d67955858c0baa554e93b1a2d&wsABSTime=67bfb31f&us=9369b7b3d27936006480582ca7dc1518&
CCTV1,http://cc2025-ynbit.ifengli.com:2000/live/cctv-1hd/1.m3u8?wsSecret=e8430a58853e594b727aaabec5ff07b4&wsABSTime=67bfb339&us=9369b7b3d27936006480582ca7dc1518&
CCTV1,http://cc2025-ynbit.ifengli.com:2000/live/cctv-1hd/2500/2500.m3u8?innersid=11777007371291284215&wsSecret=b0632452df017ff2530b473226009431&wsABSTime=67bfb2e3&us=9369b7b3d27936006480582ca7dc1518&
CCTV1,http://cc2025-ynbit.ifengli.com:2000/live/cctv-1hd/2500/2500.m3u8?innersid=1228405901304177087&wsSecret=e8430a58853e594b727aaabec5ff07b4&wsABSTime=67bfb339&us=9369b7b3d27936006480582ca7dc1518&
CCTV1,http://cc2025-ynbit.ifengli.com:2000/live/cctv-1hd/2500/2500.m3u8?innersid=14376814927189243292&wsSecret=332203c5ef454e4e1ee7b3107d5a3b44&wsABSTime=67bfb3bc&us=9369b7b3d27936006480582ca7dc1518&
CCTV1,http://cc2025-ynbit.ifengli.com:2000/live/cctv-1hd/2500/2500.m3u8?innersid=4162779228835196684&wsSecret=5fed6f41fd16e5c31d8549ecedcd6295&wsABSTime=67bfb321&us=9369b7b3d27936006480582ca7dc1518&
CCTV2,http://cc2025-ynbit.ifengli.com:2000/live/cctv-2hd/1.m3u8?wsSecret=0dd0cdb36c67ad94bb70aaa051699d91&wsABSTime=67bfb33c&us=9369b7b3d27936006480582ca7dc1518&
CCTV2,http://cc2025-ynbit.ifengli.com:2000/live/cctv-2hd/1.m3u8?wsSecret=c59fb838bec3d42719655d7d8b063e3d&wsABSTime=67bfb3be&us=9369b7b3d27936006480582ca7dc1518&
CCTV2,http://cc2025-ynbit.ifengli.com:2000/live/cctv-2hd/2500/2500.m3u8?innersid=10404986571148863815&wsSecret=0dd0cdb36c67ad94bb70aaa051699d91&wsABSTime=67bfb33c&us=9369b7b3d27936006480582ca7dc1518&
CCTV2,http://cc2025-ynbit.ifengli.com:2000/live/cctv-2hd/2500/2500.m3u8?innersid=10616395624674647366&wsSecret=c59fb838bec3d42719655d7d8b063e3d&wsABSTime=67bfb3be&us=9369b7b3d27936006480582ca7dc1518&
CCTV7,http://cc2025-ynbit.ifengli.com:2000/live/cctv-7hd/1.m3u8?wsSecret=812b4fc3d220c7f61f1ffceea941b5cb&wsABSTime=67bfb350&us=9369b7b3d27936006480582ca7dc1518&
CCTV7,http://cc2025-ynbit.ifengli.com:2000/live/cctv-7hd/2500/2500.m3u8?innersid=12880712289665066959&wsSecret=812b4fc3d220c7f61f1ffceea941b5cb&wsABSTime=67bfb350&us=9369b7b3d27936006480582ca7dc1518&
CCTV9,http://cc2025-ynbit.ifengli.com:2000/live/cctv-9hd/1.m3u8?wsSecret=57d56f7b7f0267f76c8d0b6ffa1bf337&wsABSTime=67bfb36c&us=9369b7b3d27936006480582ca7dc1518&
CCTV9,http://cc2025-ynbit.ifengli.com:2000/live/cctv-9hd/2500/2500.m3u8?innersid=1873582857166631477&wsSecret=57d56f7b7f0267f76c8d0b6ffa1bf337&wsABSTime=67bfb36c&us=9369b7b3d27936006480582ca7dc1518&
CCTV10,http://cc2025-ynbit.ifengli.com:2000/live/cctv-10hd/1.m3u8?wsSecret=639f98207606d462ba7e5618de8b9b0f&wsABSTime=67bfb36e&us=9369b7b3d27936006480582ca7dc1518&
CCTV10,http://cc2025-ynbit.ifengli.com:2000/live/cctv-10hd/2500/2500.m3u8?innersid=11895950354146045140&wsSecret=639f98207606d462ba7e5618de8b9b0f&wsABSTime=67bfb36e&us=9369b7b3d27936006480582ca7dc1518&
CCTV12,http://cc2025-ynbit.ifengli.com:2000/live/cctv-12hd/1.m3u8?wsSecret=31711af9845d82f6d8b9848efb4edd7b&wsABSTime=67bfb375&us=9369b7b3d27936006480582ca7dc1518&
CCTV12,http://cc2025-ynbit.ifengli.com:2000/live/cctv-12hd/2500/2500.m3u8?innersid=2829722648808805897&wsSecret=31711af9845d82f6d8b9848efb4edd7b&wsABSTime=67bfb375&us=9369b7b3d27936006480582ca7dc1518&
CCTV14,http://cc2025-ynbit.ifengli.com:2000/live/cctv-14hd/1.m3u8?wsSecret=4aadc61e84769d66e957a474ac16e771&wsABSTime=67bfb3b9&us=9369b7b3d27936006480582ca7dc1518&
CCTV14,http://cc2025-ynbit.ifengli.com:2000/live/cctv-14hd/1.m3u8?wsSecret=b0851bec8836eefdeb4390e5c5f4e2f5&wsABSTime=67bfb379&us=9369b7b3d27936006480582ca7dc1518&
CCTV14,http://cc2025-ynbit.ifengli.com:2000/live/cctv-14hd/2500/2500.m3u8?innersid=10493289490049460973&wsSecret=4aadc61e84769d66e957a474ac16e771&wsABSTime=67bfb3b9&us=9369b7b3d27936006480582ca7dc1518&
CCTV14,http://cc2025-ynbit.ifengli.com:2000/live/cctv-14hd/2500/2500.m3u8?innersid=4163702404257705661&wsSecret=b0851bec8836eefdeb4390e5c5f4e2f5&wsABSTime=67bfb379&us=9369b7b3d27936006480582ca7dc1518&
CCTV17,http://cc2025-ynbit.ifengli.com:2000/live/cctv-17hd/1.m3u8?wsSecret=cb85f6ff5d004d4a63bf3bd7fed3dd19&wsABSTime=67bfb37b&us=9369b7b3d27936006480582ca7dc1518&
CCTV17,http://cc2025-ynbit.ifengli.com:2000/live/cctv-17hd/2500/2500.m3u8?innersid=5690758183948338624&wsSecret=cb85f6ff5d004d4a63bf3bd7fed3dd19&wsABSTime=67bfb37b&us=9369b7b3d27936006480582ca7dc1518&
